timestamp,afrr_activation,imbalance,ratio_abs
2025-09-22 15:45:00+00:00,6.402,7.5760000000000005,0.8450369588173178
2025-09-22 16:00:00+00:00,15.383000000000001,32.147999999999996,0.4785056613164117
2025-09-22 16:15:00+00:00,19.792,33.085,0.5982167145231978
2025-09-22 16:30:00+00:00,4.789,15.244,0.31415638939910784
2025-09-22 16:45:00+00:00,2.994,1.9970000000000003,1.4992488733099647
2025-09-22 17:00:00+00:00,2.165,13.204,0.16396546501060283
2025-09-22 17:15:00+00:00,14.257,25.188,0.5660235032555185
2025-09-22 17:30:00+00:00,13.276,25.948,0.5116386619392631
2025-09-22 17:45:00+00:00,14.627,24.163999999999998,0.6053219665618276
2025-09-22 18:00:00+00:00,2.318,-1.386,1.6724386724386726
2025-09-22 18:15:00+00:00,1.436,9.5,0.1511578947368421
2025-09-22 18:30:00+00:00,10.834999999999999,24.199,0.44774577461878584
2025-09-22 18:45:00+00:00,26.561,42.782000000000004,0.6208452152774531
2025-09-22 19:00:00+00:00,7.383,-0.6589999999999994,11.203338391502287
2025-09-22 19:15:00+00:00,3.4979999999999998,15.275,0.22900163666121112
2025-09-22 19:30:00+00:00,5.507,24.3,0.22662551440329215
2025-09-22 19:45:00+00:00,25.438000000000002,47.204,0.5388950088975512
2025-09-22 20:00:00+00:00,5.32,1.193,4.459346186085499
2025-09-22 20:15:00+00:00,3.9450000000000003,9.645,0.4090202177293935
2025-09-22 20:30:00+00:00,13.422,23.225,0.5779117330462863
2025-09-22 20:45:00+00:00,29.338,46.35,0.6329665587918015
